id,title,content,date,created_at,updated_at,link,organizer,typesite,typeid
776,The Hobbit: The Desolation of Smaug,"<p>We will meet for dinner at <b>?</b>pm at Ba-Da Wings and then walk over to Mission Valley Cinema for the <b>?</b>pm viewing of the Hobbit.</p>
<p>I will update the times when the showtime is posted but our meeting time should be 6pm +/- 30min.</p>
<p>Since we are viewing the movie at mission valley I doubt that you will need advanced tickets but they would be a safe bet. At the least I would encourage everyone to get their ticket <i>BEFORE</i> dinner.</p>",2013-12-14,2013-12-09 09:03:30.408731,2013-12-09 09:03:30.408731,http://www.meetup.com/Raleigh-Nerd-Herd/events/147718622/,Raleigh Nerd Herd,,
1305,Splat Space Open Meeting,"<p>Open Meetings on Tuesdays include member show &amp; tell, project updates, and calls for collaborative hacking from 7pm-8pm. By 8:00pm, the meeting will break and everyone is free to mingle, work on projects, and get to know fellow hackers.</p> <p>How to get here: <a href=""http://splatspace.org/location/""><a href=""http://splatspace.org/location/"" class=""linkified"">http://splatspace.org/location/</a></a></p> <p>We're in the basement below Beyu Caffe @ 331 W. Main St. Parking behind the building on Ramseur St -- there is plenty of parking and it's free on weekends and/or as long as you exit the lot after 7pm.</p>",2014-03-25,2014-03-25 09:00:42.243711,2014-03-25 09:00:42.243711,http://www.meetup.com/splatspace/events/172255132/,Splat Space - Durham's Hackerspace,,
1306,Dev Craftsmanship sig: Developing a Win 8.1 app,"<p>We're going to develop some <b>Win 8.1</b> apps - from soup to nuts.</p> <p>Last month we settled on using C#/XAML and etched out a syllabus.</p> <p><i>note: after we get further along we may loop back and use Javascript/HTML, but for now we're trying to focus on one language/ui path.</i></p> <p>

To hopefully fill in the gaps Rob recorded a quick screencast of the xaml layout walk through and have posted it for you guys over on my blog. I'll send over some prep material prior to our next meeting, but in the mean time please review this and recreate the basic layout that we'll all use next meeting.</p> <p>Xaml Layout Presentation Summary Video: <a href=""http://www.robzelt.com/blog/index.php/2014/02/intro-to-xaml-layout/""><a href=""http://www.robzelt.com/blog/ind"" class=""linkified"">http://www.robzelt.com/blog/ind</a>...</a></p> <p>--</p> <p> We'll start from planning stages, getting the dev environment set up on your machine, choosing a language and initial template, then continue to slowly work through design and technical decisions.</p> <p>We expect this effort to continue through several meetings at whatever pace is necessary to bring us all up to a point where we have the skillset to develop Win 8.1 apps.</p> <p>--<br/>Pre-work: get your head around it...</p> <p>I'd encourage everyone to visit the <a href=""http://msdn.microsoft.com/en-us/windows/apps/br211386.aspx"">Dev Center - Windows Store apps website.</a></p> <p><a href=""http://msdn.microsoft.com/en-us/windows/apps/br211386.aspx""><a href=""http://msdn.microsoft.com/en-us/windows/apps/br211386.aspx"" class=""linkified"">http://msdn.microsoft.com/en-us/windows/apps/br211386.aspx</a></a></p> <p>This is an extremely well organized and clearly written website with tons of informational content, tutorials, examples and samples.<br/>• You'll find of info and screenshots about the way Win8.1 apps look, behave and interact, with <br/>explanations about the design philosophy.<br/>• The 'use cases' provide a wonderful context for quickly understanding this new approach.<br/>• Many of the tutorials are quick and simple to get you started, some are focused on features,<br/>and others are complete apps.</p>",2014-03-26,2014-03-25 09:00:42.39883,2014-03-25 09:00:42.39883,http://www.meetup.com/TRINUG/events/173093982/,Triangle .NET User Group,,
920,THE GREAT DURHAM PUN CHAMPIONSHIP - presented The Regulator Bookshop,"<DIV>
<H4><SPAN STYLE=""font-size: small;"">Presented by Regulator Bookshop and co-sponsored by NC Comedy Arts Festival</SPAN></H4>
<P>Once again, pundamonium will reign as pairs of punsters are given a subject. Punster number one then will have 10 seconds to come up with a relevant pun. Punster number two then gets ten seconds. On it goes, until someone’s pun doesn’t pun out. We’ll start the evening with about 48 contestants, and a couple of hours later the last pun person standing will be crowned the Pun Master of Durham.</P>
<P>Think you can stand up to the punishment? Sign up at the bookshop (919-286-2700 or regulatorbookshop@gmail.com) to be a contestant! Or just come on out to enjoy an evening of spirited, fast-paced word play.</P>
</DIV>
<P><SPAN STYLE=""font-size: small;""><STRONG>Doors: 7 PM</STRONG></SPAN><BR> <STRONG>Show: 8 PM</STRONG><BR> <STRONG>In the Showroom</STRONG></P>
<P>NOTE: Tickets are NOT REFUNDABLE!</P>",2014-02-11,2014-01-19 09:03:11.770106,2014-01-19 09:03:11.770106,http://motorco-pun-championship.eventbrite.com/?aff=SRCH,Motorco,,
949,"DevDroid Meetup - Hellos, Hacking (BYOPC,BYOM) ","<p>DevDroid members,</p> <p>We selected Starbuck's for the next 5th Thursday monthly regular meeting.</p> <p>The theme for the Starbuck's meetup is hello, hacking. We will discuss content for the next TriDroid meeting at SAS.</p>",2014-01-30,2014-01-25 09:01:04.739785,2014-01-25 09:01:04.739785,http://www.meetup.com/DevDroid/events/161809952/,Dev Droid - Triangle Android Developers,,
950,"Anybody Can Use WordPress, Right?","<p>Kicking off 2014 with a brand new meetup for WordPress users based in Raleigh who are getting started or looking to learn more. We'll be discussing WordPress, answering questions, and planning meetup topics for the rest of the year.</p>",2014-01-31,2014-01-25 09:01:04.899968,2014-01-25 09:01:04.899968,http://www.meetup.com/Southeast-Raleigh-WordPress-Group/events/161754162/,Southeast Raleigh WordPress Group,,
951,Durham Lunch,<p>Please invite people you know or work with that you think would be interested in talking about agile software dev!</p>,2014-02-13,2014-01-25 09:01:05.016551,2014-01-25 09:01:05.016551,http://www.meetup.com/Agile-Lunches/events/160952192/,Agile Lunches,,
1177,Triangle Buttonwood - P2P Cryptocurrency Trading,"<p>In an attempt to garner support for a Triangle Buttonwood peer-to-peer exchange, I welcome anyone interested in exchanging (or discussing) cryptocurrencies to join us at Nash Square on Thursday evening.</p> <p>Cryptocurrencies are math-based currencies which aren't controlled by any central entity, but instead by a distributed computer network which secures the payment network against fraud. The first and most popular cryptocurrency is Bitcoin, which will likely be the dominant cryptocurrency being traded at each meetup (though all cryptocurrencies are welcome). Even if you've never heard of or used cryptocurrencies, bring a smartphone or laptop, a good attitude and good questions, and be prepared to have your mind blown by the possibilities which are unlocked by cryptocurrencies.</p> <p>Ground rules:<br/>1. No force.<br/>2. No fraud.<br/>3. No coercion.<br/>4. Have fun!</p> <p>We meet right in the middle of Nash Square, next to the Fallen Fire Fighters Memorial.  During the winter, when it is cold and dark, we may wander over to the Brewmasters reasturant rather quickly.  Brewmasters across the street from the south west corner of Nash Square.</p>",2014-02-27,2014-02-27 09:00:16.272655,2014-02-27 09:00:16.272655,http://www.meetup.com/Triangle-Bitcoin-Meetup/events/165119842/,Triangle Bitcoin Meetup,,
1178,Game Night,"<p>Potluck + Games</p> <p>I will be making dinner.  there will be choices between board games, playing cards or video games.  </p>",2014-03-01,2014-02-27 09:00:16.585372,2014-02-27 09:00:16.585372,http://www.meetup.com/Raleigh-Nerd-Herd/events/166818992/,Raleigh Nerd Herd,,
1179,Code for Raleigh Monthly Meetup,<p>5:30-6:00 pm networking<br/>6:00-6:10 pm welcome<br/>6:10-6:40 pm presentation - TBD<br/>6:40-8:00 pm hacking / mingle</p>,2014-03-04,2014-02-27 09:00:16.663603,2014-02-27 09:00:16.663603,http://www.meetup.com/Triangle-Code-for-America/events/164956862/,Triangle Code for America,,
1180,Spring Meetup,"<p>You asked, I am replying - we are having a meetup prior to the May 16th one!</p> <p>Feel free to invite others to join us!!!</p>",2014-03-06,2014-02-27 09:00:16.693887,2014-02-27 09:00:16.693887,http://www.meetup.com/Raleigh-Oracle-Meetup/events/166971552/,Raleigh Oracle Meetup,,
1181,TA3M: The Internet Society and an Open Internet,"<p>RSVP optional.</p> <p>You're invited to the March Techno-Activism Third Mondays (TA3M) in Durham! TA3M is an informal meetup designed to connect software creators and activists who are interested in censorship, surveillance, and open technology. The event takes place in different cities around the globe every third Monday of the month.</p> <p>WHAT: TA3M in Durham [1,2]<br/>WHEN: Monday March 17th from 7pm 'till 9pm<br/>WHERE: SplatSpace [3]<br/>TOPIC: The Internet Society and an Open Internet</p> <p>This month's presentation is on The Internet Society (ISOC) [4,5], an organization founded by Vint Cerf with the mission to ""to promote the open development, evolution and use of the Internet for the benefit of all people throughout the world."" We will be discussing what this means practically, and what kinds of activities the Internet Society is involved in. There will be a discussion of ISOC activism in the areas of internet security, net neutrality and other social/political current issues. We will end with a discussion of how to get involved in the political side of fighting for a free and open internet.</p> <p>Our presenter is Lynden Price, who has been a member of the Internet Society for 3 years, and has been involved in internet activism for over 10 years.</p> <p>This is meant to be an open forum, where anyone is free to share. Got a lightning talk? We'd love to hear it! Or, just come join in the discussion.</p> <p>[1] <a href=""https://wiki.openitp.org/events:techno-activism_3rd_mondays"" class=""linkified"">https://wiki.openitp.org/events:techno-activism_3rd_mondays</a><br/>[2] <a href=""https://wiki.openitp.org/events:techno-activism_3rd_mondays:durham"" class=""linkified"">https://wiki.openitp.org/events:techno-activism_3rd_mondays:durham</a><br/>[3] <a href=""http://splatspace.org/location/"" class=""linkified"">http://splatspace.org/location/</a><br/>[4] <a href=""http://www.internetsociety.org/who-we-are"" class=""linkified"">http://www.internetsociety.org/who-we-are</a><br/>[5] <a href=""https://en.wikipedia.org/wiki/Internet_Society"" class=""linkified"">https://en.wikipedia.org/wiki/Internet_Society</a></p>",2014-03-17,2014-02-27 09:00:16.765837,2014-02-27 09:00:16.765837,http://www.meetup.com/splatspace/events/168447322/,Splat Space - Durham's Hackerspace,,
1182,Learn Something About Julia (topic TBD),"<p>Let's carry on the momentum of our startup meeting!</p> <p>On Monday, March 24th at 7 PM, we'll meet at <a href=""https://www.google.com/maps/place/112+S+Duke+St/@35.9989599,-78.908889,17z"">Bull City Coworking</a> in Durham for a slightly more focused discussion on a to-be-determined Julia topic, which will be led by group member Jacques Rioux (I'll announce the topic once we have a final decision).</p> <p><br/>To new members who are uncertain how to install Julia prior to the meeting, see <a href=""http://julialang.org/downloads/""><a href=""http://julialang.org/downloads/"" class=""linkified"">http://julialang.org/downloads/</a></a> for Julia itself, and <a href=""http://forio.com/products/julia-studio/download/""><a href=""http://forio.com/products/julia-studio/download/"" class=""linkified"">http://forio.com/products/julia-studio/download/</a></a> if you choose to use the JuliaStudio environment.</p> <p><br/>If you have any questions about the group or this meeting, please contact <a href=""http://www.meetup.com/Triangle-Julia-Users/members/9791019/"">Mason DeCamillis</a>.</p>",2014-03-24,2014-02-27 09:00:16.798202,2014-02-27 09:00:16.798202,http://www.meetup.com/Triangle-Julia-Users/events/168496122/,Triangle Julia Users,,
777,Dj Trivia League,<p>We qualified for league finals so let's play and try to win some prizes.  There is a limit of 8 people hence the limit on the event.</p>,2013-12-13,2013-12-10 09:04:14.609214,2013-12-10 09:04:14.609214,http://www.meetup.com/Raleigh-Nerd-Herd/events/154694352/,Raleigh Nerd Herd,,
778,The Hobbit: An Unexpected Journey,<p>Come watch the first hobbit before going to see the second. Snacks and drinks are welcome!</p>,2013-12-14,2013-12-10 09:04:14.641421,2013-12-10 09:04:14.641421,http://www.meetup.com/Raleigh-Nerd-Herd/events/147718392/,Raleigh Nerd Herd,,
779,Meet at Tyler's in Raleigh to discuss security and enjoy beverages,<br />,2013-12-16,2013-12-10 09:04:14.666911,2013-12-10 09:04:14.666911,http://www.meetup.com/RTP-Security-Beers/events/154781312/,RTP Security + Beers,,
659,womens michael kors bags 2012 in Japan 6f90e,"Hooo lala!!!!!, <a href=""http://dynamovies.com/movie/mischief-night"">http://dynamovies.com/movie/mischief-night</a>,  073, ",2013-11-06,2013-11-05 09:01:10.438428,2014-03-25 15:53:43.231966,http://www.meetup.com/TRINUG/events/145632552/,google,,
988,NSCoder Night - Raleigh - Weekly Hack Night,"<p>Per the comments below: Burger Fi is in the Arboretum Shopping Center at Harrison and Weston Parkway (take exit 287 off I-40)</p> <p><b>This is a completely open, free-form, ""just show up with a laptop (or a friend with a laptop) and hack on some Cocoa"" meeting. There's no agenda, and there's sure to be a great mix of coding and shooting the breeze about all things geeky. <i>(Hack night description blatantly stolen from Raleigh.rb's Ruby Hack Night)</i></b></p> <p><br/>See you there!</p> <p>NSCoder Night is a weekly event where Cocoa developers come together for some coding and camaraderie in the relaxed atmosphere of a coffee shop or pub with a wireless network. Rumor has it that in the before-time, in the long-long-ago, it was once referred to as Tuesday night.</p> <p> </p> <p> </p>",2014-02-04,2014-02-04 09:04:31.821951,2014-02-04 09:04:31.821951,http://www.meetup.com/nscoderrtp/events/163269652/,Triangle Cocoa - Mac and iOS Development Meetups,,
989,Game Night: Dominion,<p>This will be a themed game night. The game of choice is Dominion. We will have a number of base sets and expansions available for play.</p> <p>Fell free to bring your own base set or expansion and as always... SNACKS! :D</p> <p><b>PARKING INSTRUCTIONS: </b><br/>I share a driveway with my neighbor. Park 3 cars wide on the left side. If there is no more room then you can park on Orchard which is the road two houses down toward the east.</p>,2014-02-16,2014-02-04 09:04:32.709161,2014-02-04 09:04:32.709161,http://www.meetup.com/Raleigh-Nerd-Herd/events/158806012/,Raleigh Nerd Herd,,
406,NGwkAuoHEnt,"Could I take your name and number, please? http://www.wollhandwerk.at/zenegra/ zenegra uk  the items stored in the
 ",2013-09-10,2013-09-04 09:03:01.724612,2013-12-19 22:59:19.275911,http://www.kitsunesuki.com/xenical/,myWFaKAyQrIE,,
780,TriPython December 2013 Meeting: The Clean Architecture in Python,"<p><a href=""http://rhodesmill.org/brandon/"">Brandon Rhodes</a>, PSF member, author of <a href=""http://www.apress.com/9781430230038"">Foundations of Python Network Programming Second Edition</a> and the <a href=""http://pypi.python.org/pypi/pyephem"">pyephem</a> scientific-grade astronomy module, and a <a href=""http://pyvideo.org/search?models=videos.video&amp;q=rhodes"">frequent favorite presenter</a> at Python conferences worldwide, will present ""The Clean Architecture in Python."" Brandon describes the talk as, ""Python programmers already use many design patterns in their work. Each pattern distills the wisdom the community has learned over the years, often at great expense, and makes it available to younger programmers. But even design-conscious programmers often find their applications growing more difficult to test and expand. In this talk, we will learn about how the recently propounded 'Clean Architecture' applies to Python applications, and how this high-level design pattern fits particularly well with the features of the Python language and addresses questions that experienced programmers have been asking at the last few PyCons.""</p>
<p>Lightning talks, 5 to 10 minutes extemporaneous expositions on a topic of interest to you, something you recently learned, kind of like a show and tell, are always welcome as well. Please see the <a href=""http://bullcitycoworking.com/location/"">parking</a> instructions on the BCC website. A wide variety of possibilities for the after-meeting are within steps of BCC.</p>
<p>To get full and timely notifications of all TriPython events and discussions, subscribe to the TriPython email list at <a href=""http://mail.python.org/mailman/listinfo/trizpug"" class=""linkified"">http://mail.python.org/mailman/listinfo/trizpug</a>. Full information about TriPython is available on the website at <a href=""http://trizpug.org"" class=""linkified"">http://trizpug.org</a>.</p>",2013-12-20,2013-12-11 09:04:48.73059,2013-12-11 09:04:48.73059,http://www.meetup.com/tripython/events/154898832/,Triangle Python Users Group (formerly TriZPUG),,
781,Dirty Santa/White Elephant Party,"<p>If you aren't familiar with White Elephant/Dirty Santa parties you basically go and get some outlandish, useless, and ridiculous gift and we stack them all in a pile. Then we take turns picking a gift and stealing gifts from each-other. I will explain the rules in more depth at the party but it is a lot of fun!</p>
<p><b><i>So everyone needs to bring 1 wrapped gift!!!</i></b></p>
<p>I would encourage you not to spend more than $20 on a gift. Generally they will cost $10 or less and could be something you already have.</p>
<p>We will also have hot coco and snackage (probably christmas cookies). Feel free to bring some snackage!</p>
<p><b>Parking Instructions <br />

</b> <span>I share a driveway with my neighbor. Park 3 cars wide on the left side of the driveway. If you run out of parking then you can park on Orchard a few houses to the east.</span></p>
 <br />",2013-12-20,2013-12-11 09:04:48.774762,2013-12-11 09:04:48.774762,http://www.meetup.com/Raleigh-Nerd-Herd/events/147720222/,Raleigh Nerd Herd,,
782,WordPress: Performance Tuning Crash Course,"<p>This month's WordPress Chapel Hill Meetup will focus on performance tuning. Page speed ( the speed that a page loads in the browser) has been added to Google's search algorithm. Optimizing your site to load as fast as possible can help your search ranking and its also good for your users, because Google researched page speed from around the web and found that the slower your site, the more likely you are to lose visitors. It makes absolute sense, because no one likes to wait for a slow site and they'll jump somewhere else to get the information they need as fast as possible.</p>
<p>Here are two links that might be useful to review.</p>
<p>From feedthebot, a landing page full of specific things you need to do as a developer or a marketing department needs to direct their developers to do, if they aren't optimizing your WordPress site to load as fast as possible.</p>
<p><a href=""http://www.feedthebot.com/pagespeed/"">http://www.feedthebot.com/pagespeed/</a> <br />

</p>
<p>From Google, they now have Page Speed Tools center, where developer can learn about how to optimize for page speed performance and marketers can learn the rules of performance tuning.</p>
<p><a href=""https://developers.google.com/speed/pagespeed/"">https://developers.google.com/speed/pagespeed/</a></p>
<p>Michael McNeill will present on how to optimize your self-hosted WordPress site, so that your site loads quickly and delivers the content you need to get to your users as fast as possible. Michael loves the challenge of getting sites to load under 1 second. It's the optimum metric to shoot for, but there are times when you just can't meet that number, but you want to get it as close as possible.</p>
<p>You might want to visit <a href=""http://tools.pingdom.com"">http://tools.pingdom.com</a><span> to measure your site's page speed. Then, bring your page speed link to the meetup or have it ready to send by email to Michael and he might pick one or two to walk through to show what is being measured and what actions one might take to make improvements.</span></p>",2013-12-24,2013-12-11 09:04:48.786494,2013-12-11 09:04:48.786494,http://www.meetup.com/WordPress-Chapel-Hill/events/155022552/,WordPress Chapel Hill,,
921,Introduction to Open XML,"<p>Join us on January 21st for a presentation on Open XML. Office Open XML (OpenXML) is an open standard for word-processing documents, presentations, and spreadsheets that can be freely implemented by multiple applications on multiple platforms. David Elliot will introduce us to Open XML, and show us how we can create spreadsheets and documents that can be widely shared. Doors open at 5:30pm and the presentation starts at 6:00pm. Snacks and Drinks will be provided.</p>",2014-01-21,2014-01-21 09:01:40.315775,2014-01-21 09:01:40.315775,http://www.meetup.com/Triangle-Microsoft-Office-Users-Group-TriMOUG/events/159149692/,Triangle Microsoft Office Users Group (TriMOUG),,
922,NSCoder Night - Raleigh - Weekly Hack Night,"<p>Per the comments below: Cafe Carolina is in the Arboretum Shopping Center at Harrison and Weston Parkway (take exit 287 off I-40)</p> <p>(Thanks Keefe!)</p> <p>


<b>This is a completely open, free-form, ""just show up with a laptop (or a friend with a laptop) and hack on some Cocoa"" meeting. There's no agenda, and there's sure to be a great mix of coding and shooting the breeze about all things geeky. <i>(Hack night description blatantly stolen from Raleigh.rb's Ruby Hack Night)</i></b></p> <p>See you there!</p> <p>NSCoder Night is a weekly event where Cocoa developers come together for some coding and camaraderie in the relaxed atmosphere of a coffee shop or pub with a wireless network. Rumor has it that in the before-time, in the long-long-ago, it was once referred to as Tuesday night.</p> <p> </p> <p> </p>",2014-01-21,2014-01-21 09:01:40.554001,2014-01-21 09:01:40.554001,http://www.meetup.com/nscoderrtp/events/160722802/,Triangle Cocoa - Mac and iOS Development Meetups,,
923,3 Things to do Today to get Greater Business Value,"<p>Details coming soon...</p> <p><br/>Joe Little is an Agile Coach and Trainer. He runs LeanAgileTraining.com.  He is a Certified Scrum Trainer, and has an MBA. He graduated from Yale University.</p> <p><br/>Joe has 20+ years in consulting and new product development in New York, London, Charlotte and elsewhere.  Clients have ranged from Northrop Grumman to JP Morgan Chase, to small software firms in Winston-Salem, Rochester and Bucharest.  He is a strong advocate of Lean (see Taiichi Ohno and the Poppendiecks).</p> <p><br/>Joe has twice spoken at Agile20xx, several times at Agile Tour events, and has spoken publicly many other places (eg, in Romania).  He has recently completed: Joe's Agile Release Planning available at &lt;a&gt;<a href=""http://lean"" class=""linkified"">http://lean</a> pub.com/joesagilereleaseplanning&lt;/a&gt;</p> <p><br/><a href=""http://leanagiletraining.com/""><a href=""http://LeanAgileTraining.com"" class=""linkified"">http://LeanAgileTraining.com</a> </a></p>",2014-02-04,2014-01-21 09:01:40.638885,2014-01-21 09:01:40.638885,http://www.meetup.com/agileRTP/events/161440562/,Agile RTP (ARTp),,
924,Introduction to ReclineJs,"<p>Ian Cillay will be doing an talk to introduce Reclinejs: ""A simple but powerful library for building data applications in pure Javascript and HTML.""</p> <p>More info about recline: <a href=""http://reclinejs.com/"" class=""linkified"">http://reclinejs.com/</a></p>",2014-02-05,2014-01-21 09:01:40.649635,2014-01-21 09:01:40.649635,http://www.meetup.com/Triangle-JavaScript/events/161103422/,Triangle JavaScript,,
783,WordPress: Performance Tuning Crash Course,"<p>This month's WordPress Chapel Hill Meetup will focus on performance tuning. Page speed ( the speed that a page loads in the browser) has been added to Google's search algorithm. Optimizing your site to load as fast as possible can help your search ranking and its also good for your users, because Google researched page speed from around the web and found that the slower your site, the more likely you are to lose visitors. It makes absolute sense, because no one likes to wait for a slow site and they'll jump somewhere else to get the information they need as fast as possible.</p>
<p>Here are two links that might be useful to review.</p>
<p>From feedthebot, a landing page full of specific things you need to do as a developer or a marketing department needs to direct their developers to do, if they aren't optimizing your WordPress site to load as fast as possible.</p>
<p><a href=""http://www.feedthebot.com/pagespeed/"">http://www.feedthebot.com/pagespeed/</a> <br />

</p>
<p>From Google, they now have Page Speed Tools center, where developer can learn about how to optimize for page speed performance and marketers can learn the rules of performance tuning.</p>
<p><a href=""https://developers.google.com/speed/pagespeed/"">https://developers.google.com/speed/pagespeed/</a></p>
<p>Michael McNeill will present on how to optimize your self-hosted WordPress site, so that your site loads quickly and delivers the content you need to get to your users as fast as possible. Michael loves the challenge of getting sites to load under 1 second. It's the optimum metric to shoot for, but there are times when you just can't meet that number, but you want to get it as close as possible.</p>
<p>You might want to visit <a href=""http://tools.pingdom.com"">http://tools.pingdom.com</a><span> to measure your site's page speed. Then, bring your page speed link to the meetup or have it ready to send by email to Michael and he might pick one or two to walk through to show what is being measured and what actions one might take to make improvements.</span></p>",2013-12-16,2013-12-12 09:04:26.286556,2013-12-12 09:04:26.286556,http://www.meetup.com/WordPress-Chapel-Hill/events/155022552/,WordPress Chapel Hill,,
784,TriMOUG December Meeting,<p>TBA</p>,2013-12-17,2013-12-12 09:04:26.312688,2013-12-12 09:04:26.312688,http://www.meetup.com/Triangle-Microsoft-Office-Users-Group-TriMOUG/events/149797692/,Triangle Microsoft Office Users Group (TriMOUG),,
785,Splat Space Open Meeting,"<p>Open Meetings on Tuesdays include member show &amp; tell, project updates, and calls for collaborative hacking from 7pm-8pm. By 8:00pm, the meeting will break and everyone is free to mingle, work on projects, and get to know fellow hackers.</p>
<p>How to get here: <a href=""http://splatspace.org/location/"">http://splatspace.org/location/</a></p>
<p>We're in the basement below Beyu Caffe @ 331 W. Main St. Parking behind the building on Ramseur St -- there is plenty of parking and it's free on weekends and/or as long as you exit the lot after 7pm.</p>",2013-12-18,2013-12-12 09:04:26.320779,2013-12-12 09:04:26.320779,http://www.meetup.com/splatspace/events/155148542/,Splat Space - Durham's Hackerspace,,
786,RTP Lunch,"<p>This will be the last lunch of the year!  Lets use this one as an informal retrospective to talk about how the lunches are going and if there's anything we would want to change about them in the coming year.</p>
<p><span style=""font-size : 14px"">As always, please invite friends and people you work with that you think would be interested in talking about agile software dev!</span> <br />

</p>",2013-12-19,2013-12-12 09:04:26.333867,2013-12-12 09:04:26.333867,http://www.meetup.com/Agile-Lunches/events/153911392/,Agile Lunches,,
787,December Coworking Day - Durham,"<p>Join us FRIDAY, DECEMBER 20th. It is fun to be in the same space with other Drupalites!</p>
<p>We have the large conference room reserved.</p>
<p>If you enjoy this event, and like the idea of coworking, you can help Robert and others fostering businesses like this by (1) spreading the word to others who may find such a format helpful, and/or (2) spending a day when we're not there as a group at Bull City Coworking and paying for a day pass. Pay it forward, and keep things like this accessible!</p>
<p>We'll work on our own projects most of the day - go out to lunch together (for those interested), and keep our eyes and ears open for opportunities to collaborate and help each other out.</p>
<p>Join us - even for just an hour or two!</p>",2013-12-20,2013-12-12 09:04:26.354187,2013-12-12 09:04:26.354187,http://www.meetup.com/triDUG/events/154990142/,Triangle Drupal Users' Group,,
788,Triangle SQL Server User Group Meeting,"<p>The Humble Tally Table</p>
<p>Database administrators as a rule hate Row-By-Agonizing-Row (RBAR) solutions due to how poorly they perform in T-SQL. Sometimes, though, it seems as though we need to make do and take that performance hit. This presentation will show you that the humble tally table can eliminate RBAR-dependency across a number of different problem spaces, including splitting text, validating dates, and even reporting on errors. With plenty of examples, you'll get to see exactly how powerful a tally table can be.</p>
<p>GOTOMEETING LINK</p>
<p>1. Please join my meeting.</p>
<p><a href=""https://global.gotomeeting.com/join/113880157"" class=""linkified"">https://global.gotomeeting.com/join/113880157</a></p>
<p>2. Use your microphone and speakers (VoIP) - a headset is recommended. Or, call in using your telephone.</p>
<p>Dial +1 [masked] <br />

Access Code: 113-880-157 <br />

Audio PIN: Shown after joining the meeting</p>
<p>Meeting ID: 113-880-157</p>
<p>SPEAKER</p>
<p>Kevin Feasel is a database administrator who specializes in SSIS development, performance tuning, and pulling rabbits out of hats on demand. He is a contributing author to Tribal SQL (www.tribalsql.com). A resident of Durham, North Carolina, he can be found cycling the trails along the triangle whenever the weather's nice enough.</p>
<p>AGENDA</p>
<p>6:30PM - 6:45PM - Meet, Greet and Eat - Thank you to our sponsor TEK Systems <br />

6:45PM - 6:50PM - Meeting Announcements <br />

6:50PM - 8:15PM - Presentation <br />

8:15PM - 8:30PM - Q &amp; A and Wrapup</p>",2013-12-17,2013-12-13 09:04:38.928677,2013-12-13 09:04:38.928677,http://www.meetup.com/tripass/events/155215152/,Triangle SQL Server User Group,,
651,NSCoder Night - Raleigh - Weekly Hack Night,"<p><span>Per the comments below: Cafe Carolina is in the Arboretum Shopping Center at Harrison and Weston Parkway (take exit 287 off I-40)</span></p>
<p>(Thanks Keefe!)</p>
<p><span> <br />

</span></p>
<p><strong><span><span style=""font-size : small"">This is a completely open, free-form, ""just show up with a laptop (or a friend with a laptop) and hack on some Cocoa"" meeting. There's no agenda, and there's sure to be a great mix of coding and shooting the breeze about all things geeky. <em>(Hack night description blatantly stolen from Raleigh.rb's Ruby Hack Night)</em></span></span></strong></p>
<p><span><span style=""font-size : small"">See you there!</span></span></p>
<p><span><span style=""font-size : small"">NSCoder Night is a weekly event where Cocoa developers come together for some coding and camaraderie in the relaxed atmosphere of a coffee shop or pub with a wireless network. Rumor has it that in the before-time, in the long-long-ago, it was once referred to as Tuesday night.</span></span></p>
<p> </p>
<p> </p>",2013-11-05,2013-11-04 09:02:32.922049,2013-11-04 09:02:32.922049,http://www.meetup.com/nscoderrtp/events/148260092/,Triangle Cocoa - Mac and iOS Development Meetups,,
652,FileMaker Meetup,<p>Where should we meet this time?</p>,2013-11-11,2013-11-04 09:02:33.298776,2013-11-04 09:02:33.298776,http://www.meetup.com/FileMaker-Users-Developers-of-Raleigh-Durham-Chapel-Hill/events/147221822/,FileMaker Users & Developers of Raleigh-Durham-Chapel Hill,,
653,Code / Motivate / Pitch / Discuss,"<p>This meetup is for anyone in the pre start up phase. Developers, product people, business folks and any one else are welcome to attend.</p>",2013-11-14,2013-11-04 09:02:33.408281,2013-11-04 09:02:33.408281,http://www.meetup.com/North-Raleigh-Pre-Startup/events/148442652/,North Raleigh Pre Startup,,
654,iOS users meetup,<br />,2013-12-17,2013-11-04 09:02:33.506916,2013-11-04 09:02:33.506916,http://www.meetup.com/TMUGNC/events/148898652/,Triangle Macintosh Meetup,,
655,CocoaHeads December,<p>TBA</p>,2013-12-20,2013-11-04 09:02:33.519746,2013-11-04 09:02:33.519746,http://www.meetup.com/nscoderrtp/events/138551992/,Triangle Cocoa - Mac and iOS Development Meetups,,
